Date,Series,Value,Series,Value
2/4/2018,Volume Intensity,0.0003,Average Tone,0.1757
2/5/2018,Volume Intensity,0,Average Tone,0
2/6/2018,Volume Intensity,0.0004,Average Tone,-0.1722
2/7/2018,Volume Intensity,0,Average Tone,0
2/8/2018,Volume Intensity,0,Average Tone,0
2/9/2018,Volume Intensity,0.0002,Average Tone,-2.9487
2/10/2018,Volume Intensity,0,Average Tone,0
2/11/2018,Volume Intensity,0,Average Tone,0
2/12/2018,Volume Intensity,0.0006,Average Tone,-0.3163
2/13/2018,Volume Intensity,0.0004,Average Tone,0.2573
2/14/2018,Volume Intensity,0.0003,Average Tone,-0.157
2/15/2018,Volume Intensity,0.0002,Average Tone,-0.53
2/16/2018,Volume Intensity,0.0002,Average Tone,-2.6782
2/17/2018,Volume Intensity,0.0002,Average Tone,0.5359
2/18/2018,Volume Intensity,0.0003,Average Tone,1.6834
2/19/2018,Volume Intensity,0.0002,Average Tone,3.7849
2/20/2018,Volume Intensity,0.0003,Average Tone,-2.6495
2/21/2018,Volume Intensity,0.0002,Average Tone,0.6742
2/22/2018,Volume Intensity,0.0002,Average Tone,1.9288
2/23/2018,Volume Intensity,0.0002,Average Tone,0.5875
2/24/2018,Volume Intensity,0.0004,Average Tone,0.8087
2/25/2018,Volume Intensity,0.0003,Average Tone,0.6993
2/26/2018,Volume Intensity,0,Average Tone,0
2/27/2018,Volume Intensity,0,Average Tone,0
2/28/2018,Volume Intensity,0.0003,Average Tone,1.0702
3/1/2018,Volume Intensity,0.0003,Average Tone,-2.1545
3/2/2018,Volume Intensity,0.0002,Average Tone,-1.6949
3/3/2018,Volume Intensity,0.0008,Average Tone,-0.1521
3/4/2018,Volume Intensity,0,Average Tone,0
3/5/2018,Volume Intensity,0,Average Tone,0
3/6/2018,Volume Intensity,0,Average Tone,0
3/7/2018,Volume Intensity,0.0001,Average Tone,-1.9685
3/8/2018,Volume Intensity,0.0002,Average Tone,-1.3731
3/9/2018,Volume Intensity,0.0003,Average Tone,-0.4665
3/10/2018,Volume Intensity,0,Average Tone,0
3/11/2018,Volume Intensity,0.0003,Average Tone,-2.6596
3/12/2018,Volume Intensity,0.0002,Average Tone,1.5023
3/13/2018,Volume Intensity,0.0002,Average Tone,-2.332
3/14/2018,Volume Intensity,0,Average Tone,0
3/15/2018,Volume Intensity,0.0005,Average Tone,-0.1177
3/16/2018,Volume Intensity,0,Average Tone,0
3/17/2018,Volume Intensity,0,Average Tone,0
3/18/2018,Volume Intensity,0,Average Tone,0
3/19/2018,Volume Intensity,0,Average Tone,0
3/20/2018,Volume Intensity,0.0003,Average Tone,-0.9149
3/21/2018,Volume Intensity,0.0003,Average Tone,1.1039
3/22/2018,Volume Intensity,0.0002,Average Tone,-1.6273
3/23/2018,Volume Intensity,0.0005,Average Tone,1.9728
3/24/2018,Volume Intensity,0.0003,Average Tone,-2.6882
3/25/2018,Volume Intensity,0.0003,Average Tone,-2.3443
3/26/2018,Volume Intensity,0,Average Tone,0
3/27/2018,Volume Intensity,0.0002,Average Tone,1.1628
3/28/2018,Volume Intensity,0.0006,Average Tone,-2.4467
3/29/2018,Volume Intensity,0.0003,Average Tone,-0.9144
3/30/2018,Volume Intensity,0,Average Tone,0
3/31/2018,Volume Intensity,0,Average Tone,0
4/1/2018,Volume Intensity,0,Average Tone,0
4/2/2018,Volume Intensity,0,Average Tone,0
4/3/2018,Volume Intensity,0.0005,Average Tone,-1.0947
4/4/2018,Volume Intensity,0.0004,Average Tone,-0.5116
4/5/2018,Volume Intensity,0.0002,Average Tone,6.5104
4/6/2018,Volume Intensity,0,Average Tone,0
4/7/2018,Volume Intensity,0,Average Tone,0
4/8/2018,Volume Intensity,0,Average Tone,0
4/9/2018,Volume Intensity,0.0006,Average Tone,0.8041
4/10/2018,Volume Intensity,0.0004,Average Tone,-0.4901
4/11/2018,Volume Intensity,0.0003,Average Tone,-2.5295
4/12/2018,Volume Intensity,0.0001,Average Tone,-2.8538
4/13/2018,Volume Intensity,0.0003,Average Tone,-0.5683
4/14/2018,Volume Intensity,0.0002,Average Tone,-3.9359
4/15/2018,Volume Intensity,0.0003,Average Tone,-5.2459
4/16/2018,Volume Intensity,0.0012,Average Tone,-3.4693
4/17/2018,Volume Intensity,0.0009,Average Tone,-1.7123
4/18/2018,Volume Intensity,0.0006,Average Tone,-0.4099
4/19/2018,Volume Intensity,0.0003,Average Tone,-3.1675
4/20/2018,Volume Intensity,0,Average Tone,0
4/21/2018,Volume Intensity,0,Average Tone,0
4/22/2018,Volume Intensity,0,Average Tone,0
4/23/2018,Volume Intensity,0.0002,Average Tone,-2.2329
4/24/2018,Volume Intensity,0,Average Tone,0
4/25/2018,Volume Intensity,0.0005,Average Tone,-0.6057
4/26/2018,Volume Intensity,0,Average Tone,0
4/27/2018,Volume Intensity,0,Average Tone,0
4/28/2018,Volume Intensity,0.0002,Average Tone,-2.4497
4/29/2018,Volume Intensity,0,Average Tone,0
4/30/2018,Volume Intensity,0,Average Tone,0
5/1/2018,Volume Intensity,0.0015,Average Tone,-1.39
5/2/2018,Volume Intensity,0.0003,Average Tone,0.0703
5/3/2018,Volume Intensity,0.0002,Average Tone,1.9316
5/4/2018,Volume Intensity,0.0002,Average Tone,4.5614
5/5/2018,Volume Intensity,0.0002,Average Tone,-1.0451
5/6/2018,Volume Intensity,0.0003,Average Tone,1.9517
5/7/2018,Volume Intensity,0.0003,Average Tone,1.9814
5/8/2018,Volume Intensity,0,Average Tone,0
5/9/2018,Volume Intensity,0.0005,Average Tone,-1.3017
5/10/2018,Volume Intensity,0.0003,Average Tone,-0.0247
5/11/2018,Volume Intensity,0.0003,Average Tone,-4.8453
5/12/2018,Volume Intensity,0,Average Tone,0
5/13/2018,Volume Intensity,0,Average Tone,0
5/14/2018,Volume Intensity,0.0002,Average Tone,-0.0666
5/15/2018,Volume Intensity,0.0003,Average Tone,-1.2173
5/16/2018,Volume Intensity,0.0001,Average Tone,-0.6211
5/17/2018,Volume Intensity,0.0005,Average Tone,0.1903
5/18/2018,Volume Intensity,0.0002,Average Tone,5.8296
5/19/2018,Volume Intensity,0,Average Tone,0
5/20/2018,Volume Intensity,0,Average Tone,0
5/21/2018,Volume Intensity,0.0004,Average Tone,1.3641
5/22/2018,Volume Intensity,0.0002,Average Tone,1.8605
5/23/2018,Volume Intensity,0.0002,Average Tone,-1.0858
5/24/2018,Volume Intensity,0.0006,Average Tone,-1.3496
5/25/2018,Volume Intensity,0.0003,Average Tone,-2.3563
5/26/2018,Volume Intensity,0,Average Tone,0
5/27/2018,Volume Intensity,0,Average Tone,0
5/28/2018,Volume Intensity,0,Average Tone,0
5/29/2018,Volume Intensity,0.0003,Average Tone,-2.6476
5/30/2018,Volume Intensity,0.0002,Average Tone,-3.2668
5/31/2018,Volume Intensity,0.0003,Average Tone,-0.7094
6/1/2018,Volume Intensity,0,Average Tone,0
6/2/2018,Volume Intensity,0.0003,Average Tone,-4.582
6/3/2018,Volume Intensity,0,Average Tone,0
6/4/2018,Volume Intensity,0,Average Tone,0
6/5/2018,Volume Intensity,0,Average Tone,0
6/6/2018,Volume Intensity,0.0005,Average Tone,-2.6633
6/7/2018,Volume Intensity,0.0011,Average Tone,-4.493
6/8/2018,Volume Intensity,0,Average Tone,0
6/9/2018,Volume Intensity,0,Average Tone,0
6/10/2018,Volume Intensity,0,Average Tone,0
6/11/2018,Volume Intensity,0,Average Tone,0
6/12/2018,Volume Intensity,0.0001,Average Tone,5.8296
6/13/2018,Volume Intensity,0.0002,Average Tone,3.1308
6/14/2018,Volume Intensity,0.0003,Average Tone,-1.0938
6/15/2018,Volume Intensity,0.0002,Average Tone,0.5019
6/16/2018,Volume Intensity,0,Average Tone,0
6/17/2018,Volume Intensity,0,Average Tone,0
6/18/2018,Volume Intensity,0,Average Tone,0
6/19/2018,Volume Intensity,0.0002,Average Tone,-4.1071
6/20/2018,Volume Intensity,0,Average Tone,0
6/21/2018,Volume Intensity,0,Average Tone,0
6/22/2018,Volume Intensity,0,Average Tone,0
6/23/2018,Volume Intensity,0,Average Tone,0
6/24/2018,Volume Intensity,0,Average Tone,0
6/25/2018,Volume Intensity,0,Average Tone,0
6/26/2018,Volume Intensity,0,Average Tone,0
6/27/2018,Volume Intensity,0,Average Tone,0
6/28/2018,Volume Intensity,0.0002,Average Tone,2.155
6/29/2018,Volume Intensity,0,Average Tone,0
6/30/2018,Volume Intensity,0,Average Tone,0
7/1/2018,Volume Intensity,0,Average Tone,0
7/2/2018,Volume Intensity,0,Average Tone,0
7/3/2018,Volume Intensity,0,Average Tone,0
7/4/2018,Volume Intensity,0,Average Tone,0
7/5/2018,Volume Intensity,0.0003,Average Tone,0.0636
7/6/2018,Volume Intensity,0,Average Tone,0
7/7/2018,Volume Intensity,0,Average Tone,0
7/8/2018,Volume Intensity,0,Average Tone,0
7/9/2018,Volume Intensity,0,Average Tone,0
7/10/2018,Volume Intensity,0,Average Tone,0
7/11/2018,Volume Intensity,0,Average Tone,0
7/12/2018,Volume Intensity,0,Average Tone,0
7/13/2018,Volume Intensity,0.0002,Average Tone,3.2955
7/14/2018,Volume Intensity,0,Average Tone,0
7/15/2018,Volume Intensity,0,Average Tone,0
7/16/2018,Volume Intensity,0.0002,Average Tone,-7.3333
7/17/2018,Volume Intensity,0.0002,Average Tone,-0.6645
7/18/2018,Volume Intensity,0.0005,Average Tone,-3.0094
7/19/2018,Volume Intensity,0,Average Tone,0
7/20/2018,Volume Intensity,0,Average Tone,0
7/21/2018,Volume Intensity,0.0005,Average Tone,-1.8698
7/22/2018,Volume Intensity,0,Average Tone,0
7/23/2018,Volume Intensity,0,Average Tone,0
7/24/2018,Volume Intensity,0.0002,Average Tone,0
7/25/2018,Volume Intensity,0,Average Tone,0
7/26/2018,Volume Intensity,0,Average Tone,0
7/27/2018,Volume Intensity,0.0003,Average Tone,0.0603
7/28/2018,Volume Intensity,0.0003,Average Tone,-4.154
7/29/2018,Volume Intensity,0,Average Tone,0
7/30/2018,Volume Intensity,0.0002,Average Tone,-6.875
7/31/2018,Volume Intensity,0,Average Tone,0
8/1/2018,Volume Intensity,0.0002,Average Tone,-0.663
8/2/2018,Volume Intensity,0.001,Average Tone,0.5996
8/3/2018,Volume Intensity,0.0002,Average Tone,3.211
8/4/2018,Volume Intensity,0.0003,Average Tone,2.2436
8/5/2018,Volume Intensity,0,Average Tone,0
8/6/2018,Volume Intensity,0.0002,Average Tone,0.6211
8/7/2018,Volume Intensity,0.0002,Average Tone,-5.1565
8/8/2018,Volume Intensity,0.0003,Average Tone,-2.743
8/9/2018,Volume Intensity,0.0003,Average Tone,-0.9175
8/10/2018,Volume Intensity,0.0002,Average Tone,-0.5017
8/11/2018,Volume Intensity,0,Average Tone,0
8/12/2018,Volume Intensity,0,Average Tone,0
8/13/2018,Volume Intensity,0,Average Tone,0
8/14/2018,Volume Intensity,0.0003,Average Tone,-3.7067
8/15/2018,Volume Intensity,0,Average Tone,0
8/16/2018,Volume Intensity,0.0002,Average Tone,-1.2882
8/17/2018,Volume Intensity,0.0005,Average Tone,-2.0619
8/18/2018,Volume Intensity,0,Average Tone,0
8/19/2018,Volume Intensity,0.0003,Average Tone,-1.5366
8/20/2018,Volume Intensity,0.0006,Average Tone,-0.6957
8/21/2018,Volume Intensity,0.0004,Average Tone,1.4554
8/22/2018,Volume Intensity,0,Average Tone,0
8/23/2018,Volume Intensity,0.0002,Average Tone,-1.3283
8/24/2018,Volume Intensity,0.0002,Average Tone,-1.0029
8/25/2018,Volume Intensity,0.0006,Average Tone,0.8128
8/26/2018,Volume Intensity,0,Average Tone,0
8/27/2018,Volume Intensity,0.0004,Average Tone,2.4458
8/28/2018,Volume Intensity,0,Average Tone,0
8/29/2018,Volume Intensity,0.0003,Average Tone,1.8274
8/30/2018,Volume Intensity,0.0002,Average Tone,1.3889
8/31/2018,Volume Intensity,0.0002,Average Tone,1.3333
9/1/2018,Volume Intensity,0.0003,Average Tone,-6.3262
9/2/2018,Volume Intensity,0,Average Tone,0
9/3/2018,Volume Intensity,0.0008,Average Tone,-2.4593
9/4/2018,Volume Intensity,0.0002,Average Tone,-2.9561
9/5/2018,Volume Intensity,0.0003,Average Tone,-0.4837
9/6/2018,Volume Intensity,0.0005,Average Tone,-1.1919
9/7/2018,Volume Intensity,0.0007,Average Tone,-1.0742
9/8/2018,Volume Intensity,0.0008,Average Tone,-0.7619
9/9/2018,Volume Intensity,0,Average Tone,0
9/10/2018,Volume Intensity,0.0005,Average Tone,-4.9488
9/11/2018,Volume Intensity,0.0002,Average Tone,-8.9951
9/12/2018,Volume Intensity,0.0003,Average Tone,-0.8083
9/13/2018,Volume Intensity,0.0002,Average Tone,-0.624
9/14/2018,Volume Intensity,0.0002,Average Tone,-3.5409
9/15/2018,Volume Intensity,0.0005,Average Tone,1.6912
9/16/2018,Volume Intensity,0.0006,Average Tone,-1.2542
9/17/2018,Volume Intensity,0,Average Tone,0
9/18/2018,Volume Intensity,0.0002,Average Tone,3.1161
9/19/2018,Volume Intensity,0.0003,Average Tone,1.1824
9/20/2018,Volume Intensity,0.0003,Average Tone,-5.1578
9/21/2018,Volume Intensity,0.0005,Average Tone,-2.5219
9/22/2018,Volume Intensity,0.0008,Average Tone,0.4913
9/23/2018,Volume Intensity,0,Average Tone,0
9/24/2018,Volume Intensity,0.0002,Average Tone,1.3889
9/25/2018,Volume Intensity,0.0003,Average Tone,-2.0445
9/26/2018,Volume Intensity,0.0003,Average Tone,-0.4795
9/27/2018,Volume Intensity,0.0007,Average Tone,-1.4096
9/28/2018,Volume Intensity,0.0005,Average Tone,-0.6344
9/29/2018,Volume Intensity,0,Average Tone,0
9/30/2018,Volume Intensity,0,Average Tone,0
10/1/2018,Volume Intensity,0,Average Tone,0
10/2/2018,Volume Intensity,0.0008,Average Tone,-0.9598
10/3/2018,Volume Intensity,0.0002,Average Tone,-2.4196
10/4/2018,Volume Intensity,0.0002,Average Tone,-2.9081
10/5/2018,Volume Intensity,0.0009,Average Tone,-1.3568
10/6/2018,Volume Intensity,0.0005,Average Tone,0.5179
10/7/2018,Volume Intensity,0,Average Tone,0
10/8/2018,Volume Intensity,0.0005,Average Tone,-3.3901
10/9/2018,Volume Intensity,0,Average Tone,0
10/10/2018,Volume Intensity,0.0002,Average Tone,2.4793
10/11/2018,Volume Intensity,0.001,Average Tone,-2.6342
10/12/2018,Volume Intensity,0.0005,Average Tone,-2.702
10/13/2018,Volume Intensity,0,Average Tone,0
10/14/2018,Volume Intensity,0,Average Tone,0
10/15/2018,Volume Intensity,0.0002,Average Tone,-0.6849
10/16/2018,Volume Intensity,0.0003,Average Tone,-2.0249
10/17/2018,Volume Intensity,0.0005,Average Tone,-1.3152
10/18/2018,Volume Intensity,0,Average Tone,0
10/19/2018,Volume Intensity,0.0003,Average Tone,-0.3967
10/20/2018,Volume Intensity,0,Average Tone,0
10/21/2018,Volume Intensity,0,Average Tone,0
10/22/2018,Volume Intensity,0.0002,Average Tone,0.876
10/23/2018,Volume Intensity,0.0003,Average Tone,0.8473
10/24/2018,Volume Intensity,0.0003,Average Tone,-1.2889
10/25/2018,Volume Intensity,0,Average Tone,0
10/26/2018,Volume Intensity,0,Average Tone,0
10/27/2018,Volume Intensity,0.0003,Average Tone,-2.7248
10/28/2018,Volume Intensity,0,Average Tone,0
10/29/2018,Volume Intensity,0.0003,Average Tone,-0.0855
10/30/2018,Volume Intensity,0.0002,Average Tone,-3.125
10/31/2018,Volume Intensity,0.0002,Average Tone,-4.8077
11/1/2018,Volume Intensity,0,Average Tone,0
11/2/2018,Volume Intensity,0,Average Tone,0
11/3/2018,Volume Intensity,0,Average Tone,0
11/4/2018,Volume Intensity,0,Average Tone,0
11/5/2018,Volume Intensity,0.0002,Average Tone,1.8476
11/6/2018,Volume Intensity,0.0002,Average Tone,-1.6445
11/7/2018,Volume Intensity,0,Average Tone,0
11/8/2018,Volume Intensity,0.0002,Average Tone,2.8721
11/9/2018,Volume Intensity,0,Average Tone,0
11/10/2018,Volume Intensity,0,Average Tone,0
11/11/2018,Volume Intensity,0.0003,Average Tone,-1.2448
11/12/2018,Volume Intensity,0.0004,Average Tone,-2.1777
11/13/2018,Volume Intensity,0,Average Tone,0
11/14/2018,Volume Intensity,0,Average Tone,0
11/15/2018,Volume Intensity,0,Average Tone,0
11/16/2018,Volume Intensity,0,Average Tone,0
11/17/2018,Volume Intensity,0,Average Tone,0
11/18/2018,Volume Intensity,0.0003,Average Tone,-0.8811
11/19/2018,Volume Intensity,0,Average Tone,0
11/20/2018,Volume Intensity,0.0002,Average Tone,-1.5541
11/21/2018,Volume Intensity,0,Average Tone,0
11/22/2018,Volume Intensity,0,Average Tone,0
11/23/2018,Volume Intensity,0,Average Tone,0
11/24/2018,Volume Intensity,0,Average Tone,0
11/25/2018,Volume Intensity,0,Average Tone,0
11/26/2018,Volume Intensity,0.0005,Average Tone,-0.0533
11/27/2018,Volume Intensity,0.0005,Average Tone,-2.5973
11/28/2018,Volume Intensity,0,Average Tone,0
11/29/2018,Volume Intensity,0.0002,Average Tone,-1.9417
11/30/2018,Volume Intensity,0.0005,Average Tone,-0.6514
12/1/2018,Volume Intensity,0,Average Tone,0
12/2/2018,Volume Intensity,0,Average Tone,0
12/3/2018,Volume Intensity,0.0004,Average Tone,0.1538
12/4/2018,Volume Intensity,0.0002,Average Tone,2.8208
12/5/2018,Volume Intensity,0,Average Tone,0
12/6/2018,Volume Intensity,0,Average Tone,0
12/7/2018,Volume Intensity,0,Average Tone,0
12/8/2018,Volume Intensity,0,Average Tone,0
12/9/2018,Volume Intensity,0,Average Tone,0
12/10/2018,Volume Intensity,0,Average Tone,0
12/11/2018,Volume Intensity,0,Average Tone,0
12/12/2018,Volume Intensity,0.0002,Average Tone,1.34
12/13/2018,Volume Intensity,0.0005,Average Tone,-2.1587
12/14/2018,Volume Intensity,0.0004,Average Tone,-2.1154
12/15/2018,Volume Intensity,0,Average Tone,0
12/16/2018,Volume Intensity,0,Average Tone,0
12/17/2018,Volume Intensity,0,Average Tone,0
12/18/2018,Volume Intensity,0,Average Tone,0
12/19/2018,Volume Intensity,0,Average Tone,0
12/20/2018,Volume Intensity,0.0002,Average Tone,-8.3279
12/21/2018,Volume Intensity,0.0002,Average Tone,-4.8033
12/22/2018,Volume Intensity,0.0003,Average Tone,-5.6218
12/23/2018,Volume Intensity,0,Average Tone,0
12/24/2018,Volume Intensity,0.0003,Average Tone,-7.9218
12/25/2018,Volume Intensity,0,Average Tone,0
12/26/2018,Volume Intensity,0,Average Tone,0
12/27/2018,Volume Intensity,0.0002,Average Tone,-3.562
12/28/2018,Volume Intensity,0.0002,Average Tone,-2.6338
12/29/2018,Volume Intensity,0,Average Tone,0
12/30/2018,Volume Intensity,0.0003,Average Tone,0
12/31/2018,Volume Intensity,0.0008,Average Tone,-1.6667
1/1/2019,Volume Intensity,0,Average Tone,0
1/2/2019,Volume Intensity,0.0002,Average Tone,-1.6279
1/3/2019,Volume Intensity,0,Average Tone,0
1/4/2019,Volume Intensity,0.0002,Average Tone,-3.4979
1/5/2019,Volume Intensity,0.0003,Average Tone,-3.3501
1/6/2019,Volume Intensity,0.0003,Average Tone,-3.2451
1/7/2019,Volume Intensity,0,Average Tone,0
1/8/2019,Volume Intensity,0.0002,Average Tone,-2.3838
1/9/2019,Volume Intensity,0.0002,Average Tone,-1.6636
1/10/2019,Volume Intensity,0.0005,Average Tone,0.6211
1/11/2019,Volume Intensity,0.0002,Average Tone,-3.7075
1/12/2019,Volume Intensity,0.0003,Average Tone,-1.8216
1/13/2019,Volume Intensity,0.0003,Average Tone,4.9261
1/14/2019,Volume Intensity,0,Average Tone,0
1/15/2019,Volume Intensity,0.0009,Average Tone,1.6007
1/16/2019,Volume Intensity,0,Average Tone,0
1/17/2019,Volume Intensity,0,Average Tone,0
1/18/2019,Volume Intensity,0,Average Tone,0
1/19/2019,Volume Intensity,0,Average Tone,0
1/20/2019,Volume Intensity,0,Average Tone,0
1/21/2019,Volume Intensity,0.0004,Average Tone,0.5517
1/22/2019,Volume Intensity,0.0002,Average Tone,-3.7168
1/23/2019,Volume Intensity,0,Average Tone,0
1/24/2019,Volume Intensity,0.0002,Average Tone,-3.2672
1/25/2019,Volume Intensity,0.0002,Average Tone,5.7357
1/26/2019,Volume Intensity,0.0003,Average Tone,-2.9755
1/27/2019,Volume Intensity,0.0006,Average Tone,-1.0113
1/28/2019,Volume Intensity,0.0002,Average Tone,-3.7417
1/29/2019,Volume Intensity,0.0007,Average Tone,-1.5719
1/30/2019,Volume Intensity,0.0002,Average Tone,1.139
1/31/2019,Volume Intensity,0.0003,Average Tone,-3.1739
2/1/2019,Volume Intensity,0.0002,Average Tone,3.0264
2/2/2019,Volume Intensity,0,Average Tone,0
2/3/2019,Volume Intensity,0.0003,Average Tone,-8.7216
2/4/2019,Volume Intensity,0.0004,Average Tone,-3.0873
2/5/2019,Volume Intensity,0.0002,Average Tone,-5.7708
2/6/2019,Volume Intensity,0,Average Tone,0
2/7/2019,Volume Intensity,0,Average Tone,0
2/8/2019,Volume Intensity,0.0006,Average Tone,-1.2861
2/9/2019,Volume Intensity,0,Average Tone,0
2/10/2019,Volume Intensity,0.0019,Average Tone,-5.1063
2/11/2019,Volume Intensity,0,Average Tone,0
2/12/2019,Volume Intensity,0.0002,Average Tone,-6.1286
2/13/2019,Volume Intensity,0,Average Tone,0
2/14/2019,Volume Intensity,0.0002,Average Tone,-6.1286
2/15/2019,Volume Intensity,0.0002,Average Tone,-2.8609
2/16/2019,Volume Intensity,0,Average Tone,0
2/17/2019,Volume Intensity,0.0003,Average Tone,-1.3839
2/18/2019,Volume Intensity,0.0002,Average Tone,0.3727
2/19/2019,Volume Intensity,0,Average Tone,0
2/20/2019,Volume Intensity,0.001,Average Tone,-1.9073
2/21/2019,Volume Intensity,0,Average Tone,0
2/22/2019,Volume Intensity,0.0002,Average Tone,-2.5586
2/23/2019,Volume Intensity,0,Average Tone,0
2/24/2019,Volume Intensity,0.0003,Average Tone,-0.858
2/25/2019,Volume Intensity,0.0011,Average Tone,-0.8244
2/26/2019,Volume Intensity,0.0003,Average Tone,-0.2486
2/27/2019,Volume Intensity,0.0003,Average Tone,-2.4752
2/28/2019,Volume Intensity,0,Average Tone,0
3/1/2019,Volume Intensity,0.0004,Average Tone,-2.6807
3/2/2019,Volume Intensity,0,Average Tone,0
3/3/2019,Volume Intensity,0.0003,Average Tone,-2.2817
3/4/2019,Volume Intensity,0.0004,Average Tone,-2.3929
3/5/2019,Volume Intensity,0,Average Tone,0
3/6/2019,Volume Intensity,0,Average Tone,0
3/7/2019,Volume Intensity,0.0009,Average Tone,-1.7214
3/8/2019,Volume Intensity,0.0002,Average Tone,-3.5
3/9/2019,Volume Intensity,0.0009,Average Tone,-3.2721
3/10/2019,Volume Intensity,0,Average Tone,0
3/11/2019,Volume Intensity,0.0007,Average Tone,-0.7956
3/12/2019,Volume Intensity,0.0005,Average Tone,-2.8726
3/13/2019,Volume Intensity,0.0002,Average Tone,-1.6816
3/14/2019,Volume Intensity,0.0002,Average Tone,0
3/15/2019,Volume Intensity,0,Average Tone,0
3/16/2019,Volume Intensity,0,Average Tone,0
3/17/2019,Volume Intensity,0.0003,Average Tone,2.4752
3/18/2019,Volume Intensity,0,Average Tone,0
3/19/2019,Volume Intensity,0.0005,Average Tone,-0.3509
